,state,product,square_ft,has_fire_alarm,has_burglar_alarm,portable_electronics,coast,fire_housing_proximity,previous_policies,user_age,card_type,label,number_of_na,median_household_income
-9.13816e+18_6.19132e+17,AZ,ho4,860.0,True,False,1.0,-1,2,0,33.0,credit,False,2,32300.0
-8.88403e+18_7.04845e+18,AZ,ho4,860.0,True,True,1.0,-1,2,0,30.0,debit,False,2,80230.0
-9.00828e+18_-8.02398e+18,AZ,ho4,860.0,True,True,0.0,-1,2,0,20.0,credit,False,2,64943.0
-8.91526e+18_-8.86927e+18,AZ,ho4,860.0,True,True,0.0,-1,1,0,22.0,credit,False,2,84453.0
-8.89073e+18_7.86666e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,25.0,debit,False,2,80850.0
-9.12042e+18_-3.34326e+18,AZ,ho4,860.0,True,False,1.0,-1,3,0,20.0,debit,False,2,50050.0
-9.16502e+18_-6.42445e+18,AZ,ho4,860.0,False,False,0.0,-1,1,0,22.0,credit,False,2,42853.0
-9.0913e+18_7.3158e+18,AZ,ho4,860.0,True,False,0.0,-1,3,0,48.0,debit,False,2,47772.0
-8.92321e+18_-7.36836e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,23.0,debit,False,2,26856.0
-8.90158e+18_1.75539e+18,AZ,ho4,860.0,True,False,0.0,-1,1,0,21.0,credit,False,2,37696.0
-9.12019e+18_-8.64335e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,27.0,debit,True,2,57292.0
-8.96966e+18_-6.99648e+18,AZ,ho4,860.0,False,True,1.0,-1,2,0,24.0,credit,False,2,80340.0
-9.21068e+18_-6.27867e+18,AZ,ho4,860.0,True,False,0.0,-1,1,0,33.0,credit,False,2,70840.0
-9.10597e+18_-1.73966e+18,AZ,ho4,860.0,True,False,0.0,-1,1,0,23.0,debit,False,2,33805.0
-8.98736e+18_7.27754e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,52.0,debit,False,2,60250.0
-8.85803e+18_-3.15759e+18,AZ,ho4,860.0,True,True,0.0,-1,1,1,54.0,debit,False,2,55186.0
-9.12507e+18_2.29623e+18,AZ,ho4,860.0,True,True,1.0,-1,2,0,29.0,credit,False,2,57292.0
-9.01188e+18_4.04338e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,20.0,debit,False,2,58823.0
-9.18911e+18_-6.34751e+18,AZ,ho4,860.0,True,True,1.0,-1,3,0,38.0,credit,False,2,72392.0
-9.09647e+18_2.74493e+18,AZ,ho4,860.0,True,True,1.0,-1,2,0,51.0,debit,False,2,82159.0
-8.9183e+18_-5.82966e+18,AZ,ho4,860.0,False,False,1.0,-1,3,0,33.0,debit,False,2,47772.0
-8.84411e+18_-7.11559e+18,AZ,ho4,860.0,False,True,1.0,-1,2,0,35.0,debit,False,2,52234.0
-9.18077e+18_-1.11091e+18,AZ,ho4,860.0,False,False,0.0,-1,3,0,29.0,debit,False,2,66649.0
-9.03271e+18_-1.14376e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,28.0,credit,False,2,83128.0
-8.98445e+18_3.98993e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,27.0,debit,False,2,32300.0
-9.12395e+18_6.55352e+18,AZ,ho4,860.0,True,False,0.0,-1,2,0,21.0,debit,False,2,60548.0
-8.90168e+18_-7.35181e+18,AZ,ho4,860.0,True,False,0.0,-1,2,0,28.0,credit,False,2,51783.0
-8.83769e+18_-1.70194e+18,AZ,ho4,860.0,False,False,0.0,-1,3,0,54.0,debit,False,2,48856.0
-9.18638e+18_-4.09944e+17,AZ,ho4,860.0,False,False,1.0,-1,2,0,27.0,debit,False,2,55186.0
-8.91179e+18_2.51155e+18,AZ,ho4,860.0,True,False,1.0,-1,1,1,23.0,debit,False,2,37391.0
-9.06507e+18_3.08419e+17,AZ,ho4,860.0,True,True,0.0,-1,1,0,33.0,credit,False,2,90398.0
-9.07863e+18_-8.4069e+18,AZ,ho4,860.0,True,False,0.0,-1,2,0,33.0,credit,False,2,52789.0
-8.93868e+18_5.37704e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,30.0,credit,False,2,32300.0
-9.12048e+18_-6.4575e+18,AZ,ho4,860.0,True,True,1.0,-1,3,0,35.0,credit,False,2,50050.0
-8.90501e+18_-4.02146e+18,AZ,ho4,860.0,True,True,0.0,-1,2,0,20.0,credit,False,2,32300.0
-8.82348e+18_-2.17662e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,21.0,debit,False,2,51889.0
-9.20977e+18_-2.62422e+18,AZ,ho4,860.0,False,False,1.0,-1,3,0,27.0,debit,False,2,37261.0
-9.06906e+18_-5.80336e+17,AZ,ho4,860.0,True,False,1.0,-1,2,0,26.0,debit,False,2,73743.0
-9.21594e+18_-2.25241e+18,AZ,ho4,860.0,True,True,1.0,-1,1,0,35.0,credit,False,2,26856.0
-8.97987e+18_1.56563e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,23.0,debit,False,2,31617.0
-9.06902e+18_7.44241e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,26.0,credit,False,2,58823.0
-9.1674e+18_1.75092e+18,AZ,ho4,860.0,True,True,1.0,-1,1,0,55.0,debit,False,2,82369.0
-8.93717e+18_-2.64172e+17,AZ,ho4,860.0,True,False,0.0,-1,1,0,22.0,debit,False,2,31617.0
-8.89763e+18_-2.70874e+18,AZ,ho4,860.0,True,False,0.0,-1,3,0,32.0,debit,False,2,66649.0
-9.00607e+18_-6.36888e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,26.0,credit,False,2,37696.0
-8.98673e+18_3.69044e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,21.0,credit,False,2,32300.0
-9.15929e+18_1.79294e+18,AZ,ho4,860.0,True,False,1.0,-1,3,0,32.0,debit,False,2,82369.0
-9.11771e+18_-4.81239e+18,AZ,ho6,860.0,False,False,1.0,-1,2,0,38.0,credit,False,1,57292.0
-8.91263e+18_1.27594e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,24.0,debit,False,2,74060.0
-9.08714e+18_6.63213e+18,AZ,ho4,860.0,True,True,1.0,-1,3,0,53.0,credit,False,2,57364.0
-8.79994e+18_-1.98674e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,32.0,debit,False,2,57328.0
-9.17553e+18_6.47906e+18,AZ,ho4,860.0,True,False,1.0,-1,1,1,22.0,debit,False,2,46390.0
-8.91179e+18_-4.13392e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,24.0,debit,False,2,37391.0
-9.01856e+18_7.25587e+18,AZ,ho4,860.0,True,False,1.0,-1,4,0,50.0,credit,False,2,71307.0
-9.09737e+18_-3.68676e+18,AZ,ho4,860.0,True,False,0.0,-1,3,0,52.0,debit,False,2,59424.0
-8.87771e+18_-4.3579e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,36.0,debit,False,2,41298.0
-9.15986e+18_-5.77718e+18,AZ,ho4,860.0,False,False,1.0,-1,1,0,44.0,debit,False,2,33128.0
-8.96492e+18_-3.65545e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,23.0,credit,False,2,58823.0
-8.95993e+18_-2.23867e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,29.0,debit,False,2,42853.0
-8.9862e+18_4.07615e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,36.0,credit,False,2,82159.0
-8.93186e+18_-1.30292e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,23.0,debit,False,2,58823.0
-8.94344e+18_-9.17921e+17,AZ,ho4,860.0,True,False,1.0,-1,2,0,51.0,credit,False,2,86359.0
-8.97855e+18_-3.85567e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,25.0,debit,False,2,37696.0
-8.79666e+18_4.44359e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,19.0,debit,False,2,72871.0
-9.16657e+18_8.2721e+18,AZ,ho4,860.0,False,False,0.0,-1,2,0,28.0,debit,False,2,58823.0
-8.80226e+18_-3.17034e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,24.0,debit,False,2,57292.0
-8.86409e+18_6.95911e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,21.0,debit,False,2,24454.0
-9.18763e+18_1.69406e+18,AZ,ho4,860.0,False,False,1.0,-1,3,0,23.0,debit,False,2,66649.0
-8.98797e+18_2.27381e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,30.0,debit,False,2,54363.0
-9.0123e+18_4.33094e+17,AZ,ho4,860.0,True,False,0.0,-1,2,0,23.0,debit,False,2,32300.0
-9.18525e+18_-2.9605e+18,AZ,ho4,860.0,False,False,1.0,-1,4,0,24.0,credit,False,2,84453.0
-9.14585e+18_-7.81821e+18,AZ,ho4,860.0,False,False,1.0,-1,1,0,26.0,credit,False,2,58571.0
-9.1589e+18_-6.85193e+18,AZ,ho4,860.0,True,False,0.0,-1,3,0,23.0,debit,False,2,58571.0
-8.90619e+18_2.96959e+17,AZ,ho4,860.0,True,True,0.0,-1,1,0,28.0,debit,False,2,51763.0
-9.15635e+18_-2.3735e+18,AZ,ho4,860.0,False,False,1.0,-1,2,0,19.0,debit,False,2,32300.0
-9.03356e+18_6.22894e+18,AZ,ho4,860.0,True,True,1.0,-1,2,0,34.0,credit,False,2,60548.0
-8.98341e+18_-2.05639e+18,AZ,ho4,860.0,True,False,1.0,-1,3,0,22.0,debit,False,2,58571.0
-8.85493e+18_-4.04821e+18,AZ,ho4,860.0,True,False,0.0,-1,3,0,56.0,debit,False,2,98844.0
-9.1896e+18_2.51564e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,23.0,debit,False,2,47554.0
-8.8984e+18_-5.2992e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,20.0,debit,False,2,32300.0
-9.18792e+18_5.14822e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,29.0,debit,False,2,40744.0
-8.8851e+18_5.10097e+18,AZ,ho4,860.0,False,False,0.0,-1,1,0,26.0,debit,False,2,33128.0
-8.96534e+18_7.81694e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,19.0,debit,False,2,92589.0
-9.11087e+18_-3.10262e+18,AZ,ho4,860.0,False,False,0.0,-1,3,0,19.0,debit,False,2,48999.0
-8.79645e+18_-1.60752e+17,AZ,ho4,860.0,True,False,1.0,-1,2,0,27.0,debit,False,2,73743.0
-8.8302e+18_-2.8369e+18,AZ,ho4,860.0,True,True,1.0,-1,3,0,49.0,debit,False,2,66141.0
-8.89643e+18_-6.3245e+18,AZ,ho4,860.0,True,False,0.0,-1,1,0,24.0,debit,False,2,62038.0
-8.9511e+18_-1.08586e+18,AZ,ho4,860.0,False,False,0.0,-1,3,1,19.0,debit,False,2,58571.0
-9.00925e+18_1.40753e+18,AZ,ho4,860.0,True,False,1.0,-1,2,0,18.0,debit,False,2,32300.0
-8.88185e+18_2.76924e+18,AZ,ho4,860.0,False,False,0.0,-1,1,0,18.0,debit,False,2,42853.0
-9.19235e+18_-4.59761e+18,AZ,ho4,860.0,True,False,1.0,-1,1,0,32.0,debit,False,2,60250.0
-8.90032e+18_-3.70406e+17,AZ,ho4,860.0,True,True,1.0,-1,4,0,38.0,debit,False,2,71307.0
-8.98929e+18_5.00661e+18,AZ,ho4,860.0,False,False,1.0,-1,1,0,41.0,debit,False,2,86359.0
-8.92939e+18_6.90706e+18,AZ,ho4,860.0,True,True,1.0,-1,2,0,23.0,debit,False,2,92589.0
-8.99953e+18_7.26692e+18,AZ,ho4,860.0,True,False,0.0,-1,1,0,57.0,debit,False,2,49114.0
-8.9511e+18_-7.27028e+18,AZ,ho4,860.0,False,False,0.0,-1,3,0,19.0,debit,False,2,58571.0
-8.85803e+18_6.37778e+18,AZ,ho4,860.0,True,True,1.0,-1,1,0,54.0,debit,False,2,55186.0
-9.1415e+18_2.77516e+18,CA,ho3,1245.0,True,True,0.0,15.0,1,0,34.0,credit,False,0,60772.0
-8.87996e+18_1.00998e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,24.0,credit,False,1,65990.0
-8.84495e+18_-4.87266e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,35.0,credit,False,1,112935.0
-9.01613e+18_5.15533e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,23.0,debit,False,1,23070.0
-9.18352e+18_-2.27144e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,31.0,credit,False,1,76872.0
-9.0819e+18_4.92376e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,19.0,debit,False,1,57296.0
-9.14017e+18_-3.15469e+18,CA,ho4,1302.0,True,True,0.0,30.0,2,0,29.0,debit,False,1,65690.0
-9.09533e+18_-4.45219e+18,CA,ho4,774.0,True,False,0.0,0.0,1,0,27.0,credit,False,1,133981.0
-8.92013e+18_-3.62112e+18,CA,ho4,1302.0,True,True,0.0,15.0,1,0,30.0,credit,False,1,54342.0
-9.03946e+18_8.68844e+18,CA,ho4,1302.0,True,True,0.0,2.0,1,1,31.0,credit,False,1,143902.0
-9.07569e+18_7.11162e+18,CA,ho4,805.0,True,False,0.0,0.0,1,0,18.0,debit,False,1,199364.0
-8.84495e+18_-1.79818e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,1,36.0,credit,False,1,112935.0
-8.95942e+18_-5.88147e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,1,31.0,credit,False,1,38786.0
-8.89456e+18_2.56675e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,0,24.0,debit,False,1,105964.0
-8.82276e+18_-5.36279e+18,CA,ho4,1302.0,True,True,0.0,1.0,2,0,29.0,debit,False,1,68352.0
-9.04058e+18_3.45026e+18,CA,ho4,1302.0,True,False,0.0,0.0,3,1,33.0,credit,False,1,103948.0
-9.04895e+18_-8.04898e+18,CA,ho4,1302.0,True,True,0.0,15.0,2,1,48.0,credit,False,1,134056.0
-9.05999e+18_4.2498e+17,CA,ho4,1658.0,False,False,0.0,10.0,1,0,25.0,debit,False,1,55736.0
-9.02855e+18_7.68512e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,0,28.0,debit,False,1,41283.0
-8.94525e+18_1.43771e+18,CA,ho4,1302.0,True,True,0.0,2.0,1,0,48.0,credit,False,1,89440.0
-9.22095e+18_6.37209e+18,CA,ho4,1302.0,True,True,0.0,5.0,2,0,36.0,credit,False,1,56605.0
-8.97772e+18_1.80508e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,35.0,credit,True,1,38786.0
-8.9109e+18_7.49916e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,0,22.0,debit,False,1,60802.0
-8.84799e+18_5.70678e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,1,46.0,debit,False,1,52264.0
-8.87387e+18_1.20501e+17,CA,ho4,1302.0,True,False,0.0,15.0,1,2,33.0,credit,False,1,42407.0
-9.00834e+18_6.8216e+18,CA,ho4,1302.0,False,False,0.0,2.0,1,0,26.0,credit,False,1,109747.0
-8.8542e+18_-7.29184e+18,CA,ho4,900.0,True,True,0.0,1.0,1,0,22.0,credit,False,1,49052.0
-8.8515e+18_-1.50524e+17,CA,ho4,1302.0,True,False,0.0,0.0,1,0,32.0,debit,False,1,143467.0
-9.12528e+18_-5.54501e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,28.0,credit,False,1,113021.0
-8.81034e+18_-6.75958e+18,CA,ho3,2202.0,True,True,0.0,1.0,2,0,47.0,credit,False,0,77631.0
-8.93738e+18_-3.43373e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,21.0,credit,False,1,107094.0
-8.94783e+18_3.03336e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,22.0,debit,False,1,102815.0
-9.14693e+18_1.27329e+17,CA,ho4,1302.0,True,False,0.0,1.0,1,0,26.0,debit,False,1,55341.0
-8.93964e+18_-5.22527e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,0,37.0,credit,False,1,85536.0
-9.03941e+18_-6.4539e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,24.0,credit,False,1,32979.0
-9.14123e+18_1.79734e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,34.6,debit,False,3,52264.0
-9.01635e+18_-5.22111e+18,CA,ho4,1302.0,True,False,0.0,25.0,2,0,29.0,credit,False,1,118576.0
-9.04581e+18_-7.37023e+18,CA,ho4,1302.0,False,False,0.0,10.0,1,0,26.0,debit,False,1,86403.0
-8.92446e+18_-2.24913e+18,CA,ho4,805.0,True,False,0.0,0.0,1,1,28.0,credit,False,1,199364.0
-8.86121e+18_-3.5769e+18,CA,ho4,1302.0,True,True,0.0,5.0,2,0,25.0,credit,False,1,75556.0
-8.86118e+18_-2.14859e+16,CA,ho4,1302.0,True,False,0.0,10.0,1,0,25.0,debit,False,1,78713.0
-9.21501e+18_-7.67882e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,51.0,credit,False,1,71041.0
-9.01048e+18_-4.14679e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,22.0,credit,False,1,100175.0
-9.12686e+18_-8.6848e+18,CA,ho4,1302.0,True,False,0.0,3.0,1,1,23.0,credit,False,1,26758.0
-9.1294e+18_-8.25755e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,23.0,credit,False,1,69472.0
-8.85195e+18_-4.42818e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,0,26.0,debit,False,1,73765.0
-9.20914e+18_7.38755e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,28.0,credit,False,1,58344.0
-9.14719e+18_4.33965e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,0,42.0,debit,False,1,38786.0
-8.86335e+18_6.08081e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,21.0,debit,False,1,59418.0
-9.10753e+18_4.45712e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,29.0,credit,False,1,132891.0
-8.91705e+18_-1.63026e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,18.0,debit,False,1,44464.0
-8.96443e+18_-4.77414e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,37.0,credit,False,1,74279.0
-8.80715e+18_7.79448e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,18.0,debit,False,1,44912.0
-9.19974e+18_-1.65986e+17,CA,ho4,1302.0,True,True,0.0,5.0,3,0,47.0,debit,False,1,70636.0
-9.05369e+18_9.57294e+17,CA,ho4,1302.0,False,False,0.0,1.0,2,0,22.0,debit,False,1,33125.0
-9.08504e+18_-2.14033e+18,CA,ho4,1302.0,True,True,0.0,30.0,2,0,38.0,debit,False,1,42133.0
-9.1604e+18_8.69384e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,25.0,debit,False,1,102746.0
-9.09131e+18_-1.15036e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,0,31.0,credit,False,1,146488.0
-9.05897e+18_-2.77499e+18,CA,ho4,1302.0,False,False,0.0,20.0,1,0,21.0,debit,False,1,68550.0
-9.1933e+18_-4.32469e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,1,29.0,credit,False,1,73765.0
-9.0174e+18_-8.62287e+16,CA,ho4,1486.0,True,True,0.0,15.0,1,0,25.0,debit,False,1,40068.0
-8.80523e+18_2.69357e+18,CA,ho4,1302.0,False,False,0.0,3.0,1,0,26.0,credit,False,1,43284.0
-9.02329e+18_1.41079e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,32.0,credit,False,1,85662.0
-9.09419e+18_-6.28729e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,35.0,debit,False,1,68716.0
-8.84987e+18_4.227e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,1,24.0,debit,False,1,74155.0
-9.13038e+18_9.10605e+17,CA,ho4,1302.0,True,False,0.0,1.0,1,1,38.0,credit,False,1,103948.0
-9.18696e+18_5.98978e+18,CA,ho4,1241.0,True,False,0.0,1.0,2,0,51.0,debit,False,1,60417.0
-9.21097e+18_3.17575e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,42.0,debit,False,1,72970.0
-9.04058e+18_3.01272e+16,CA,ho4,1302.0,True,False,0.0,0.0,3,0,32.0,credit,True,1,103948.0
-9.08728e+18_-2.71332e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,22.0,debit,False,1,102815.0
-9.20899e+18_-1.13966e+18,CA,ho4,1302.0,True,False,0.0,30.0,3,0,28.0,debit,False,1,62612.0
-9.16938e+18_-3.70083e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,49.0,debit,False,2,50671.0
-8.87239e+18_4.69651e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,46.0,debit,False,1,78119.0
-8.99382e+18_6.39744e+18,CA,ho4,1302.0,True,True,0.0,30.0,3,0,25.0,credit,False,1,132891.0
-8.99373e+18_1.18604e+18,CA,ho4,1302.0,True,True,0.0,30.0,2,1,29.0,credit,False,1,140890.0
-8.851e+18_9.80897e+17,CA,ho4,1302.0,True,False,0.0,4.0,1,0,39.0,debit,False,1,71154.0
-8.98481e+18_-3.11328e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,0,27.0,debit,False,1,34257.0
-8.81681e+18_-8.61636e+18,CA,ho4,1302.0,False,False,0.0,4.0,2,0,50.0,debit,False,1,34566.0
-9.09313e+18_5.91743e+18,CA,ho4,1302.0,True,False,0.0,2.0,1,0,22.0,debit,False,1,33552.0
-8.94332e+18_7.11e+18,CA,ho4,1302.0,True,False,0.0,5.0,2,0,23.0,credit,False,1,141926.0
-9.12881e+18_-3.01699e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,23.0,debit,False,1,59934.0
-8.80924e+18_2.95928e+18,CA,ho4,1337.0,True,False,0.0,2.0,1,0,22.0,credit,False,1,79979.0
-9.2045e+18_4.4962e+17,CA,ho4,1302.0,True,False,0.0,30.0,2,0,21.0,debit,False,1,57296.0
-9.15621e+18_3.74853e+18,CA,ho4,1302.0,True,False,0.0,15.0,3,0,35.0,debit,False,1,61493.0
-9.13281e+18_-8.60711e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,26.0,credit,False,1,82254.0
-8.904e+18_7.76516e+17,CA,ho4,1302.0,True,False,0.0,10.0,2,1,41.0,debit,False,1,101327.0
-8.85778e+18_-8.68398e+18,CA,ho4,1302.0,True,False,0.0,15.0,2,0,39.0,credit,False,1,62856.0
-8.99866e+18_7.20759e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,0,20.0,credit,False,1,76872.0
-9.08146e+18_-7.5007e+17,CA,ho4,1302.0,True,False,0.0,25.0,3,0,56.0,credit,False,1,51922.0
-9.1364e+18_-6.98117e+18,CA,ho4,1302.0,True,False,0.0,20.0,2,1,38.0,credit,False,1,139833.0
-9.0349e+18_-6.61751e+18,CA,ho4,913.0,True,False,0.0,30.0,2,1,31.0,credit,False,1,84269.0
-9.09063e+18_-5.94342e+18,CA,ho4,1486.0,True,False,0.0,15.0,1,0,18.0,debit,False,1,40068.0
-9.04028e+18_-7.56012e+18,CA,ho4,1302.0,False,False,0.0,20.0,3,0,23.0,debit,False,1,44121.0
-9.08739e+18_-9.11831e+18,CA,ho4,1302.0,True,True,0.0,10.0,2,0,21.0,debit,False,1,47536.0
-8.88452e+18_2.14261e+18,CA,ho4,1302.0,False,False,0.0,30.0,2,0,26.0,debit,False,1,56772.0
-9.02673e+18_-1.29217e+18,CA,ho4,1302.0,True,True,0.0,3.0,1,0,22.0,credit,True,1,66028.0
-8.87053e+18_-6.86532e+18,CA,ho4,1302.0,True,False,0.0,10.0,1,0,24.0,debit,False,1,65990.0
-9.15135e+18_-5.31954e+18,CA,ho4,1302.0,True,False,0.0,0.0,1,0,31.0,credit,False,1,143467.0
-9.18304e+18_-7.57614e+18,CA,ho4,1302.0,True,True,0.0,2.0,1,0,25.0,debit,False,1,33552.0
-9.10066e+18_2.25115e+18,CA,ho4,2791.0,True,False,0.0,15.0,2,0,22.0,debit,False,1,106581.0
-8.91252e+18_-2.6536e+18,CA,ho4,1302.0,False,False,0.0,10.0,2,0,24.6,credit,False,3,76872.0
-8.97719e+18_7.27996e+18,CA,ho4,1302.0,False,False,0.0,30.0,3,0,57.0,debit,False,1,102746.0
-8.9591e+18_6.31361e+18,CA,ho4,1302.0,True,False,0.0,25.0,2,0,28.0,credit,False,1,101869.0
-8.95599e+18_8.72272e+18,CA,ho4,1500.0,False,False,0.0,20.0,1,0,43.0,credit,False,1,55580.0
-9.15411e+18_2.37181e+18,CA,ho4,1302.0,True,True,0.0,10.0,2,0,33.0,debit,False,1,70207.0
-9.02399e+18_8.42392e+18,CA,ho4,1546.0,False,False,0.0,10.0,1,0,32.0,debit,False,1,85396.0
-9.05678e+18_-4.56304e+18,CA,ho4,1302.0,True,False,0.0,30.0,5,3,65.0,debit,False,1,30658.0
-8.883e+18_-2.91316e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,37.0,debit,False,1,68716.0
-8.84335e+18_6.55052e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,0,24.0,debit,False,1,72272.0
-8.81817e+18_-2.9617e+18,CA,ho4,1302.0,True,False,0.0,30.0,4,0,42.0,credit,False,1,99049.0
-9.09082e+18_-1.79097e+18,CA,ho4,1302.0,True,False,0.0,15.0,1,0,36.0,debit,False,1,50332.0
-9.07065e+18_1.05917e+18,CA,ho4,1302.0,True,False,0.0,20.0,1,0,24.0,credit,False,1,73501.0
-9.19533e+18_-3.02143e+18,CA,ho4,1486.0,True,False,0.0,15.0,1,1,27.0,debit,False,1,40068.0
-8.85195e+18_3.35728e+18,CA,ho4,1302.0,True,False,0.0,2.0,2,1,27.0,debit,False,1,73765.0
-9.00904e+18_5.48798e+18,CA,ho4,1302.0,True,True,0.0,15.0,1,0,22.0,credit,False,1,59934.0
-8.89797e+18_-6.64617e+17,CA,ho4,1302.0,True,False,0.0,30.0,3,0,35.0,debit,False,1,101780.0
-8.89595e+18_-1.15274e+18,CA,ho4,1302.0,False,False,0.0,15.0,1,1,25.0,debit,False,1,28638.0
-9.03562e+18_-5.7664e+17,CA,ho4,1302.0,True,False,0.0,30.0,3,0,35.0,debit,False,1,114930.0
-9.14571e+18_5.02985e+18,CA,ho4,1302.0,False,False,0.0,0.0,1,0,30.0,credit,False,1,143467.0
-8.94415e+18_-7.52876e+18,CA,ho4,1337.0,False,False,0.0,2.0,1,1,28.0,credit,False,1,79979.0
-8.97593e+18_-7.54673e+18,CA,ho4,1302.0,False,False,0.0,20.0,3,0,28.0,debit,False,1,48427.0
-8.83068e+18_7.51577e+18,CA,ho4,1302.0,False,False,0.0,5.0,2,0,23.0,debit,False,1,75556.0
-9.17764e+18_-8.13975e+18,CA,ho4,1302.0,True,False,0.0,5.0,1,0,26.0,debit,False,1,78713.0
-8.91905e+18_-5.22908e+18,CA,ho4,1302.0,True,False,0.0,20.0,3,0,29.0,credit,False,1,88610.0
-8.88423e+18_2.26137e+18,CA,ho4,1302.0,True,False,0.0,30.0,2,0,48.0,prepaid,False,1,35561.0
-9.13486e+18_-8.10332e+17,CA,ho4,1302.0,True,True,0.0,30.0,4,0,27.0,debit,False,1,108836.0
-8.89712e+18_-9.21214e+18,CA,ho4,1302.0,True,True,0.0,0.0,1,1,35.0,credit,False,1,143467.0
-8.87787e+18_4.6284e+18,CA,ho4,900.0,True,True,0.0,2.0,1,3,23.0,debit,False,1,49052.0
-8.94783e+18_3.54817e+18,CA,ho4,1302.0,True,False,0.0,10.0,2,1,23.0,debit,False,1,102815.0
-8.87165e+18_-5.64753e+17,CA,ho4,1302.0,False,False,0.0,10.0,2,1,61.0,debit,False,1,90165.0
